coleccion,titulo,idioma_principal,idiomas_pub,issn
scl,Psicologia: Reflexão e Crítica,pt,en; pt,16787153
scl,CoDAS,es,es; en; pt,23171782
scl,Brazilian Journal of Physical Therapy,en,en; pt,18099246
scl,Brazilian Journal of Physical Therapy,en,en; pt,14133555
scl,Revista Brasileira de Educação Física e Esporte,en,en; pt,18075509
scl,Revista Brasileira de Educação Física e Esporte,en,en; pt,19814690
scl,Estudos de Psicologia (Natal),pt,en; pt,1413294X
scl,Estudos de Psicologia (Natal),pt,en; pt,16784669
scl,Revista de Saúde Pública,es,es; en; pt,15188787
scl,Revista de Saúde Pública,es,es; en; pt,00348910
scl,RBRH,es,es; en; pt,23180331
scl,RBRH,es,es; en; pt,1414381X
scl,Revista Brasileira de Hematologia e Hemoterapia,en,en; pt,18060870
scl,Revista Brasileira de Hematologia e Hemoterapia,en,en; pt,15168484
scl,Acta Scientiarum. Agronomy,en,en,16799275
scl,Acta Scientiarum. Agronomy,en,en,18078621
scl,Acta Scientiarum. Animal Sciences,es,es; en; pt,18062636
scl,Acta Scientiarum. Animal Sciences,es,es; en; pt,18078672
scl,Fisioterapia em Movimento,en,en; pt,01035150
scl,Fisioterapia em Movimento,en,en; pt,19805918
scl,Revista de Administração (São Paulo),es,es; en; pt,19846142
scl,Revista de Administração (São Paulo),es,es; en; pt,00802107
scl,Revista do Departamento de Psicologia. UFF,es,en; pt,01048023
scl,Revista Dor,es,es; en; pt,23176393
scl,Revista Dor,es,es; en; pt,18060013
scl,Revista da Educação Física / UEM,es,es; en; pt,19833083
scl,Journal of Physical Education,es,es; en; pt,24482455
scl,Jornal Vascular Brasileiro,es,es; en; pt,16775449
scl,Jornal Vascular Brasileiro,es,es; en; pt,16777301
scl,Vibrant: Virtual Brazilian Anthropology,es,es; fr; en; pt,18094341
scl,urbe. Revista Brasileira de Gestão Urbana,es,es; fr; en; pt,21753369
scl,Arquivos do Instituto Biológico,es,es; en; pt,18081657
scl,Arquivos do Instituto Biológico,es,es; en; pt,00203653
scl,Memórias do Instituto Oswaldo Cruz,de,de; fr; en; pt,00740276
scl,Memórias do Instituto Oswaldo Cruz,de,de; fr; en; pt,16788060
scl,Rodriguésia,es,es; en; pt,21757860
scl,Rodriguésia,es,es; en; pt,03706583
scl,Polímeros,pt,en; pt,16785169
scl,Polímeros,pt,en; pt,01041428
scl,Journal of Inborn Errors of Metabolism and Screening,es,es; en; pt,23264594
scl,Pro-Posições,es,es; fr; en; pt,01037307
scl,Pro-Posições,es,es; fr; en; pt,19806248
scl,Brazilian Journal of Microbiology,en,en; pt,15178382
scl,Brazilian Journal of Microbiology,en,en; pt,16784405
scl,Revista Brasileira de Geriatria e Gerontologia,es,es; en; pt,18099823
scl,Revista Brasileira de Geriatria e Gerontologia,es,es; en; pt,19812256
scl,Research on Biomedical Engineering,es,es; en; pt,24464732
scl,Research on Biomedical Engineering,es,es; en; pt,24464740
scl,Brazilian Journal of Pharmaceutical Sciences,en,en; pt,21759790
scl,Brazilian Journal of Pharmaceutical Sciences,en,en; pt,19848250
scl,Revista Brasileira de Reumatologia,es,es; en; pt,04825004
scl,Revista Brasileira de Reumatologia,es,es; en; pt,18094570
scl,Revista Brasileira de Zootecnia,pt,en; pt,15163598
scl,Revista Brasileira de Zootecnia,pt,en; pt,18069290
scl,Revista Brasileira de Educação,fr,fr; en; pt,14132478
scl,Revista Brasileira de Educação,fr,fr; en; pt,1809449X
scl,Advances in Rheumatology,es,es; en,25233106
scl,Texto & Contexto - Enfermagem,es,es; en; pt,1980265X
scl,Texto & Contexto - Enfermagem,es,es; en; pt,01040707
scl,Anais da Escola Superior de Agricultura Luiz de Queiroz,pt,en; pt,23168935
scl,Anais da Escola Superior de Agricultura Luiz de Queiroz,pt,en; pt,00711276
scl,Revista Brasileira de Coloproctologia,pt,en; pt,01019880
scl,Sur. Revista Internacional de Direitos Humanos,es,es; en; pt,18066445
scl,Sur. Revista Internacional de Direitos Humanos,es,es; en; pt,19833342
scl,Psicologia em Estudo,es,en; pt,14137372
scl,Psicologia em Estudo,es,en; pt,18070329
scl,Anais do Museu Paulista: História e Cultura Material,es,es; fr; en; it; pt,01014714
scl,Anais do Museu Paulista: História e Cultura Material,es,es; fr; en; it; pt,19820267
scl,Tropical Plant Pathology,es,es; en; pt,19825676
scl,Tropical Plant Pathology,es,es; en; pt,19832052
scl,Mercator (Fortaleza),es,es; fr; en; pt,16768329
scl,Mercator (Fortaleza),es,es; fr; en; pt,19842201
scl,Ciência da Informação,es,es; pt,15188353
scl,Ciência da Informação,es,es; pt,01001965
scl,"Interface - Comunicação, Saúde, Educação",es,es; en; pt,14143283
scl,"Interface - Comunicação, Saúde, Educação",es,es; en; pt,18075762
scl,Revista Paulista de Pediatria,en,en; pt,19840462
scl,Revista Paulista de Pediatria,en,en; pt,01030582
scl,Revista da Escola de Enfermagem da USP,es,es; en; pt,1980220X
scl,Revista da Escola de Enfermagem da USP,es,es; en; pt,00806234
scl,Genetics and Molecular Biology,en,en; pt,14154757
scl,Genetics and Molecular Biology,en,en; pt,16784685
scl,Trends in Psychology,es,es; en; pt,23581883
scl,Brazilian Journal of Chemical Engineering,en,en,01046632
scl,Brazilian Journal of Chemical Engineering,en,en,16784383
scl,Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,es,es; fr; en; pt,19818122
scl,Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,es,es; fr; en; pt,21782547
scl,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,es,es; en; pt,15190501
scl,Pesquisa Brasileira em Odontopediatria e Clínica Integrada,es,es; en; pt,19834632
scl,Revista Brasileira de Parasitologia Veterinária,es,es; en; pt,0103846X
scl,Revista Brasileira de Parasitologia Veterinária,es,es; en; pt,19842961
scl,Saúde e Sociedade,es,es; fr; en; pt,19840470
scl,Saúde e Sociedade,es,es; fr; en; pt,01041290
scl,Revista Ciência Agronômica,es,es; en; pt,18066690
scl,Revista Ciência Agronômica,es,es; en; pt,00456888
scl,Revista Brasileira de Farmacognosia,es,es; en; pt,1981528X
scl,Revista Brasileira de Farmacognosia,es,es; en; pt,0102695X
scl,Brazilian Journal of Nephrology,en,en; pt,21758239
scl,Brazilian Journal of Nephrology,en,en; pt,01012800
scl,Revista Brasileira de Entomologia,es,es; en; pt,18069665
scl,Revista Brasileira de Entomologia,es,es; en; pt,00855626
scl,Brazilian Oral Research,en,en; pt,18073107
scl,Brazilian Oral Research,en,en; pt,18068324
scl,Nauplius,en,en,23582936
scl,Nauplius,en,en,01046497
scl,Psicologia & Sociedade,es,en; pt,01027182
scl,Psicologia & Sociedade,es,en; pt,18070310
scl,Revista Brasileira de Oceanografia,es,es; en; pt,14137739
scl,Brazilian Journal of Oceanography,en,en; pt,16798759
scl,Brazilian Journal of Oceanography,en,en; pt,1982436X
scl,Revista IBRACON de Estruturas e Materiais,es,es; en; pt,19834195
scl,Almanack,es,es; en; pt,22364633
scl,Pesquisa Agropecuária Tropical,es,es; en; pt,15176398
scl,Pesquisa Agropecuária Tropical,es,es; en; pt,19834063
scl,Revista Brasileira de Cineantropometria & Desempenho Humano,es,es; en; pt,14158426
scl,Revista Brasileira de Cineantropometria & Desempenho Humano,es,es; en; pt,19800037
scl,Revista Brasileira de Política Internacional,es,es; en; pt,19833121
scl,Revista Brasileira de Política Internacional,es,es; en; pt,00347329
scl,Cadernos Brasileiros de Terapia Ocupacional,es,es; en; pt,25268910
scl,MedicalExpress,es,es; en; pt,23188111
scl,MedicalExpress,es,es; en; pt,23580429
scl,Revista Brasileira de Sementes,en,en; pt,01013122
scl,Dental Press Journal of Orthodontics,en,en; pt,21769451
scl,Dental Press Journal of Orthodontics,en,en; pt,21776709
scl,Brazilian Journal of Biology,en,en; pt,15196984
scl,Brazilian Journal of Biology,en,en; pt,16784375
scl,Planta Daninha,es,en,18069681
scl,Planta Daninha,es,en,01008358
scl,Sociedade & Natureza,es,es; fr; en; pt,01031570
scl,Sociedade & Natureza,es,es; fr; en; pt,19824513
scl,Revista Brasileira de Anestesiologia,es,es; en; pt,00347094
scl,Revista Brasileira de Anestesiologia,es,es; en; pt,1806907X
scl,Letras de Hoje,es,es; fr; en; pt,01013335
scl,Letras de Hoje,es,es; fr; en; pt,19847726
scl,Revista Brasileira de Saúde Ocupacional,es,es; en; pt,03037657
scl,Revista Brasileira de Saúde Ocupacional,es,es; en; pt,23176369
scl,TEMA (São Carlos),es,es; en; pt,16771966
scl,TEMA (São Carlos),es,es; en; pt,21798451
scl,Advances in Weed Science,es,es; en; pt,26759462
scl,Eclética Química,en,en; pt,01004670
scl,Eclética Química,en,en; pt,16784618
scl,Ocean and Coastal Research,es,es; en; pt,26752824
scl,Zoologia (Curitiba),en,en,19844689
scl,Zoologia (Curitiba),en,en,19844670
scl,Journal of Venomous Animals and Toxins including Tropical Diseases,en,en,16789199
scl,Revista Brasileira de Inovação,es,es; en; pt,16772504
scl,Revista Brasileira de Inovação,es,es; en; pt,21782822
scl,Hoehnea,es,es; en; pt,00732877
scl,Hoehnea,es,es; en; pt,22368906
scl,Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),es,es; en; pt,19832117
scl,Dados,fr,fr; en; pt,16784588
scl,Dados,fr,fr; en; pt,00115258
scl,Ciência Animal Brasileira,en,en; pt,15182797
scl,Ciência Animal Brasileira,en,en; pt,18096891
scl,Ciência Rural,en,en; pt,01038478
scl,Ciência Rural,en,en; pt,16784596
scl,História da Educação,es,es; fr; en; it; pt,14143518
scl,História da Educação,es,es; fr; en; it; pt,22363459
scl,Filosofia Unisinos,es,es; en; pt,19848234
scl,Revista Brasileira de Oftalmologia,en,en; pt,00347280
scl,Revista Brasileira de Oftalmologia,en,en; pt,19828551
scl,Anais da Sociedade Entomológica do Brasil,es,es; en; pt,19815328
scl,Anais da Sociedade Entomológica do Brasil,es,es; en; pt,03018059
scl,Revista Brasileira de Estudos de População,es,es; en; pt,19805519
scl,Revista Brasileira de Estudos de População,es,es; en; pt,01023098
scl,Coluna/Columna,es,es; en; pt,18081851
scl,Coluna/Columna,es,es; en; pt,2177014X
scl,Clinics,es,es; en; pt,18075932
scl,Clinics,es,es; en; pt,19805322
scl,Gestão & Produção,es,es; en; pt,18069649
scl,Gestão & Produção,es,es; en; pt,0104530X
scl,Cogitare Enfermagem,es,es; en; pl,21769133
scl,Cogitare Enfermagem,es,es; en; pl,14148536
scl,Matéria (Rio de Janeiro),es,es; en; pt,15177076
scl,Materials Research,en,en,15161439
scl,Materials Research,en,en,19805373
scl,Civitas - Revista de Ciências Sociais,es,es; en; pt,15196089
scl,Civitas - Revista de Ciências Sociais,es,es; en; pt,19847289
scl,Revista Brasileira de Pesquisa em Turismo,es,es; en; pt,19826125
scl,Educação & Realidade,de,de; es; en; pt,01003143
scl,Educação & Realidade,de,de; es; en; pt,21756236
scl,JISTEM - Journal of Information Systems and Technology Management,es,es; fr; en; pt,18071775
scl,Brazilian Journal of Oral Sciences,en,en,16773225
scl,Brazilian Journal of Oral Sciences,en,en,16773217
scl,einstein (São Paulo),es,es; en; pt,16794508
scl,einstein (São Paulo),es,es; en; pt,23176385
scl,Scientia Agricola,la,en; la; pt,1678992X
scl,Scientia Agricola,la,en; la; pt,01039016
scl,ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),en,en; pt,23176326
scl,ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),en,en; pt,01026720
scl,Fractal: Revista de Psicologia,en,en; pt,19840292
scl,Geopauta,es,es; en; pt,25945033
scl,Sociologia & Antropologia,es,es; en; pt,22367527
scl,Sociologia & Antropologia,es,es; en; pt,22383875
scl,Transinformação,af,es; fr; en; pt,23180889
scl,Transinformação,af,es; fr; en; pt,01033786
scl,Mana,es,es; en; pt,16784944
scl,Mana,es,es; en; pt,01049313
scl,Revista Brasileira de Plantas Medicinais,en,en; pt,15160572
scl,Revista Brasileira de Plantas Medicinais,en,en; pt,1983084X
scl,Archives of Clinical Psychiatry (São Paulo),es,es; en; pt,01016083
scl,Archives of Clinical Psychiatry (São Paulo),es,es; en; pt,1806938X
scl,Revista Brasileira de Estudos Urbanos e Regionais,es,es; fr; en; pt,23171529
scl,Revista Brasileira de Estudos Urbanos e Regionais,es,es; fr; en; pt,15174115
scl,DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada,es,es; en; it; pt,01024450
scl,DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada,es,es; en; it; pt,1678460X
scl,Arquivos Brasileiros de Cardiologia,es,es; en; pt,16784170
scl,Arquivos Brasileiros de Cardiologia,es,es; en; pt,0066782X
scl,International Journal of Cardiovascular Sciences,en,es; en; pt,23594802
scl,International Journal of Cardiovascular Sciences,en,es; en; pt,23595647
scl,Gragoatá,es,es; en; pt,14139073
scl,Gragoatá,es,es; en; pt,23584114
scl,Journal of Aerospace Technology and Management,es,es; en; pt,21759146
scl,Brazilian Journalism Research,es,es; en; pt,19819854
scl,Brazilian Journalism Research,es,es; en; pt,18084079
scl,Revista Brasileira de Saúde Materno Infantil,es,en; pt,15193829
scl,Revista Brasileira de Saúde Materno Infantil,es,en; pt,18069304
scl,Horizontes Antropológicos,es,es; fr; en; pt,18069983
scl,Horizontes Antropológicos,es,es; fr; en; pt,01047183
scl,Cadernos Saúde Coletiva,es,es; en; pt,1414462X
scl,Cadernos Saúde Coletiva,es,es; en; pt,2358291X
scl,Revista Brasileira de Linguística Aplicada,en,en; pt,19846398
scl,"História, Ciências, Saúde-Manguinhos",es,es; en; pt,16784758
scl,"História, Ciências, Saúde-Manguinhos",es,es; en; pt,01045970
scl,Engenharia Sanitaria e Ambiental,es,es; en; pt,18094457
scl,Engenharia Sanitaria e Ambiental,es,es; en; pt,14134152
scl,Journal of Seed Science,en,en; pt,23171537
scl,Journal of Seed Science,en,en; pt,23171545
scl,Food Science and Technology,en,en; pt,1678457X
scl,Food Science and Technology,en,en; pt,01012061
scl,Fisioterapia e Pesquisa,es,es; en; pt,23169117
scl,Fisioterapia e Pesquisa,es,es; en; pt,18092950
scl,Perspectivas em Ciência da Informação,pt,es; en; pt,19815344
scl,Perspectivas em Ciência da Informação,pt,es; en; pt,14139936
scl,Sociologias,es,es; fr; en; pt,18070337
scl,Sociologias,es,es; fr; en; pt,15174522
scl,Dilemas: Revista de Estudos de Conflito e Controle Social,es,es; en; pt,19835922
scl,Dilemas: Revista de Estudos de Conflito e Controle Social,es,es; en; pt,21782792
scl,Revista Brasileira de Meteorologia,es,es; en; pt,01027786
scl,Revista Brasileira de Meteorologia,es,es; en; pt,19824351
scl,Educar em Revista,es,es; fr; en; it; pt,19840411
scl,Educar em Revista,es,es; fr; en; it; pt,01044060
scl,Revista Brasileira de Terapia Intensiva,es,es; en; pt,19824335
scl,Revista Brasileira de Terapia Intensiva,es,es; en; pt,0103507X
scl,Revista de Investigações Constitucionais,es,es; en; pt,23595639
scl,Latin American Journal of Solids and Structures,es,es; en; pt,16797825
scl,Latin American Journal of Solids and Structures,es,es; en; pt,16797817
scl,Educação e Pesquisa,es,es; fr; en; pt,15179702
scl,Educação e Pesquisa,es,es; fr; en; pt,16784634
scl,Brazilian Journal of Cardiovascular Surgery,en,en; pt,16789741
scl,Brazilian Journal of Cardiovascular Surgery,en,en; pt,01027638
scl,RDBCI: Revista Digital de Biblioteconomia e Ciência da Informação,es,es; en; pt,1678765X
scl,Bragantia,en,en; pt,00068705
scl,Bragantia,en,en; pt,16784499
scl,Acta Ortopédica Brasileira,es,es; en; pt,14137852
scl,Acta Ortopédica Brasileira,es,es; en; pt,18094406
scl,Ensaio: Avaliação e Políticas Públicas em Educação,es,es; en; pt,18094465
scl,Ensaio: Avaliação e Políticas Públicas em Educação,es,es; en; pt,01044036
scl,Texto Livre,es,es; en; pt,19833652
scl,Linguagem em (Dis)curso,es,es; fr; en; pt,19824017
scl,Linguagem em (Dis)curso,es,es; fr; en; pt,15187632
scl,Avaliação: Revista da Avaliação da Educação Superior (Campinas),es,es; en; pt,19825765
scl,Avaliação: Revista da Avaliação da Educação Superior (Campinas),es,es; en; pt,14144077
scl,Summa Phytopathologica,es,es; en; pt,19805454
scl,Summa Phytopathologica,es,es; en; pt,01005405
scl,Revista de Filosofia Aurora,es,es; en; pt,29651557
scl,Revista de Filosofia Aurora,es,es; en; pt,29651565
scl,Movimento,es,es; en,0104754X
scl,Movimento,es,es; en,19828918
scl,Pesquisa Veterinária Brasileira,en,en; pt,16785150
scl,Pesquisa Veterinária Brasileira,en,en; pt,0100736X
scl,Educação & Sociedade,es,fr; en; pt,01017330
scl,Educação & Sociedade,es,fr; en; pt,16784626
scl,RAM. Revista de Administração Mackenzie,es,es; en; pt,16786971
scl,Revista de Direito da Cidade,es,es; en; pt,23177721
scl,Revista de Direito da Cidade,es,es; en; pt,18096077
scl,Animal Reproduction,es,es; en; pt,18069614
scl,Animal Reproduction,es,es; en; pt,19843143
scl,Revista Ceres,es,es; en; pt,0034737X
scl,Revista Ceres,es,es; en; pt,21773491
scl,Manuscrito,es,es; fr; en; pt,01006045
scl,Manuscrito,es,es; fr; en; pt,2317630X
scl,Arquivos Brasileiros de Oftalmologia,es,es; en; pt,00042749
scl,Arquivos Brasileiros de Oftalmologia,es,es; en; pt,16782925
scl,Revista do Instituto de Medicina Tropical de São Paulo,en,en; pt,00364665
scl,Revista do Instituto de Medicina Tropical de São Paulo,en,en; pt,16789946
scl,Encontros Bibli,es,es; en; pt,15182924
scl,Ciência e Agrotecnologia,en,en; pt,19811829
scl,Ciência e Agrotecnologia,en,en; pt,14137054
scl,Jornal Brasileiro de Patologia e Medicina Laboratorial,en,en; pt,16784774
scl,Jornal Brasileiro de Patologia e Medicina Laboratorial,en,en; pt,16762444
scl,Pesquisa Agropecuária Brasileira,es,es; en; pt,0100204X
scl,Pesquisa Agropecuária Brasileira,es,es; en; pt,16783921
scl,Estudos Históricos (Rio de Janeiro),pt,fr; en; pt,01032186
scl,Estudos Históricos (Rio de Janeiro),pt,fr; en; pt,21781494
scl,Ágora: Estudos em Teoria Psicanalítica,es,es; en; pt,18094414
scl,Ágora: Estudos em Teoria Psicanalítica,es,es; en; pt,15161498
scl,Ambiente Construído,es,es; en; pt,16788621
scl,Ambiente Construído,es,es; en; pt,14158876
scl,Revista Caatinga,es,es; en; pt,0100316X
scl,Revista Caatinga,es,es; en; pt,19832125
scl,Boletim de Ciências Geodésicas,es,es; en; pt,19822170
scl,Boletim de Ciências Geodésicas,es,es; en; pt,14134853
scl,Ornamental Horticulture,es,es; en; pt,2447536X
scl,Alea: Estudos Neolatinos,es,en; pt,1517106X
scl,Alea: Estudos Neolatinos,es,en; pt,18070299
scl,BBR. Brazilian Business Review,es,es; en; pt,18082386
scl,Ciência & Saúde Coletiva,es,es; fr; en; pt,16784561
scl,Ciência & Saúde Coletiva,es,es; fr; en; pt,14138123
scl,Motriz: Revista de Educação Física,de,de; es; fr; en; pt,19806574
scl,Revista da Associação Médica Brasileira,en,en; pt,01044230
scl,Revista da Associação Médica Brasileira,en,en; pt,18069282
scl,Nova Economia,pt,en; pt,19805381
scl,Nova Economia,pt,en; pt,01036351
scl,Arquivos de Neuro-Psiquiatria,fr,es; fr; en; pt,16784227
scl,Arquivos de Neuro-Psiquiatria,fr,es; fr; en; pt,0004282X
scl,Ilha do Desterro,es,es; en; pt,21758026
scl,Ilha do Desterro,es,es; en; pt,01014846
scl,BrJP,es,es; en; pt,25953192
scl,BrJP,es,es; en; pt,25950118
scl,Psico-USF,es,es; en; pt,14138271
scl,Psico-USF,es,es; en; pt,21753563
scl,Acta Cirúrgica Brasileira,es,es; en; pt,16782674
scl,Acta Cirúrgica Brasileira,es,es; en; pt,01028650
scl,Contexto Internacional,en,en; pt,19820240
scl,Contexto Internacional,en,en; pt,01028529
scl,Revista Ambiente & Água,es,es; en; pt,1980993X
scl,Turismo: Visão e Ação,es,es; en; pt,19837151
scl,Revista Direito e Práxis,es,es; en; pt,21798966
scl,Saúde em Debate,es,es; en; pt,01031104
scl,Saúde em Debate,es,es; en; pt,23582898
scl,Revista Brasileira de História da Educação,es,es; fr; en; pt,22380094
scl,Revista Brasileira de História da Educação,es,es; fr; en; pt,15195902
scl,Cadernos de Pesquisa,es,es; fr; en; pt,01001574
scl,Cadernos de Pesquisa,es,es; fr; en; pt,19805314
scl,Trends in Computational and Applied Mathematics,es,es; en; pt,26760029
scl,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",en,en,21791074
scl,Revista Brasileira de Ginecologia e Obstetrícia,es,es; en; pt,18069339
scl,Revista Brasileira de Ginecologia e Obstetrícia,es,es; en; pt,01007203
scl,Revista Direito GV,es,es; en; pt,23176172
scl,Revista Direito GV,es,es; en; pt,18082432
scl,Revista Brasileira de Gestão de Negócios,es,es; en; pt,19830807
scl,Revista Brasileira de Gestão de Negócios,es,es; en; pt,18064892
scl,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,en,en; pt,16784162
scl,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,en,en; pt,01020935
scl,Psicologia: Teoria e Pesquisa,es,fr; en; pt,01023772
scl,Psicologia: Teoria e Pesquisa,es,fr; en; pt,18063446
scl,Ambiente & Sociedade,es,es; en; pt,18094422
scl,Ambiente & Sociedade,es,es; en; pt,1414753X
scl,Per Musi,es,es; en; pt,23176377
scl,Per Musi,es,es; en; pt,15177599
scl,Brazilian Dental Journal,en,en; pt,01036440
scl,Brazilian Dental Journal,en,en; pt,18064760
scl,Cadernos Metrópole,es,es; en; pt,15172422
scl,Cadernos Metrópole,es,es; en; pt,22369996
scl,Revista de Sociologia e Política,de,fr; en; pt,01044478
scl,Revista de Sociologia e Política,de,fr; en; pt,16789873
scl,Kriterion: Revista de Filosofia,es,es; fr; en; pt,19815336
scl,Kriterion: Revista de Filosofia,es,es; fr; en; pt,0100512X
scl,Brazilian Journal of Psychiatry,en,en; pt,1809452X
scl,Brazilian Journal of Psychiatry,en,en; pt,15164446
scl,Brazilian Journal of Political Economy,en,en; pt,01013157
scl,Brazilian Journal of Political Economy,en,en; pt,18094538
scl,Organizações & Sociedade,es,es; en; pt,19849230
scl,Organizações & Sociedade,es,es; en; pt,1413585X
scl,Lua Nova: Revista de Cultura e Política,pt,en; pt,18070175
scl,Lua Nova: Revista de Cultura e Política,pt,en; pt,01026445
scl,Jornal Brasileiro de Psiquiatria,en,en; pt,00472085
scl,Jornal Brasileiro de Psiquiatria,en,en; pt,19820208
scl,Brazilian Journal of Transplantation,es,es; en; pt,27641589
scl,Revista Brasileira de Ciência do Solo,en,en; pt,01000683
scl,Revista Brasileira de Ciência do Solo,en,en; pt,18069657
scl,Varia Historia,es,es; fr; en; pt,19824343
scl,Varia Historia,es,es; fr; en; pt,01048775
scl,Arquivos de Gastroenterologia,en,en; pt,00042803
scl,Arquivos de Gastroenterologia,en,en; pt,16784219
scl,REGEPE Entrepreneurship and Small Business Journal,es,es; en; pt,29651506
scl,Galáxia (São Paulo),es,es; fr; en; it; pt,19822553
scl,Galáxia (São Paulo),es,es; fr; en; it; pt,1519311X
scl,BAR - Brazilian Administration Review,en,en; pt,18077692
scl,Revista Gaúcha de Enfermagem,es,es; en; it; pt,01026933
scl,Revista Gaúcha de Enfermagem,es,es; en; it; pt,19831447
scl,Journal of Applied Oral Science,en,en,16787757
scl,Journal of Applied Oral Science,en,en,16787765
scl,Revista Brasileira de Saúde e Produção Animal,es,es; en; pt,15199940
scl,Audiology - Communication Research,en,en; pt,23176431
scl,Sociedade e Estado,es,es; en; pt,01026992
scl,Sociedade e Estado,es,es; en; pt,19805462
scl,Epidemiologia e Serviços de Saúde,es,es; en; pt,22379622
scl,Epidemiologia e Serviços de Saúde,es,es; en; pt,16794974
scl,Revista Katálysis,es,es; fr; en; pt,19820259
scl,Revista Katálysis,es,es; fr; en; pt,14144980
scl,RGO - Revista Gaúcha de Odontologia,es,es; en; pt,01036971
scl,RGO - Revista Gaúcha de Odontologia,es,es; en; pt,19818637
scl,Acta Limnologica Brasiliensia,en,en; pt,2179975X
scl,Archives of Endocrinology and Metabolism,es,es; en; pt,23593997
scl,Archives of Endocrinology and Metabolism,es,es; en; pt,23594292
scl,Bolema: Boletim de Educação Matemática,es,es; en; pt,19804415
scl,Bolema: Boletim de Educação Matemática,es,es; en; pt,0103636X
scl,Brazilian Journal of Food Technology,es,es; en; pt,19816723
scl,Intercom: Revista Brasileira de Ciências da Comunicação,es,es; en; pt,19803508
scl,Intercom: Revista Brasileira de Ciências da Comunicação,es,es; en; pt,18095844
scl,Bakhtiniana: Revista de Estudos do Discurso,es,es; en; pt; ru,21764573
scl,Revista Brasileira de Educação Especial,es,es; en; pt,14136538
scl,Revista Brasileira de Educação Especial,es,es; en; pt,19805470
scl,Revista de História (São Paulo),es,es; fr; en; pt,00348309
scl,Revista de História (São Paulo),es,es; fr; en; pt,23169141
scl,Revista Brasileira de Engenharia Agrícola e Ambiental,en,en; pt,18071929
scl,Revista Brasileira de Engenharia Agrícola e Ambiental,en,en; pt,14154366
scl,Opinião Pública,fr,fr; en; pt,18070191
scl,Opinião Pública,fr,fr; en; pt,01046276
scl,Revista Árvore,es,es; en; pt,01006762
scl,Revista Árvore,es,es; en; pt,18069088
scl,Radiologia Brasileira,en,en; pt,16787099
scl,Radiologia Brasileira,en,en; pt,01003984
scl,Brazilian Journal of Anesthesiology,es,es; en; pt,01040014
scl,Brazilian Journal of Anesthesiology,es,es; en; pt,23522291
scl,Estudos Econômicos (São Paulo),en,en; pt,01014161
scl,Estudos Econômicos (São Paulo),en,en; pt,19805357
scl,ARS (São Paulo),pt,en; pt,16785320
scl,ARS (São Paulo),pt,en; pt,21780447
scl,Pesquisa Operacional,es,es; en; pt,01017438
scl,Pesquisa Operacional,es,es; en; pt,16785142
scl,Estudos de Psicologia (Campinas),es,es; fr; en; pt,0103166X
scl,Estudos de Psicologia (Campinas),es,es; fr; en; pt,19820275
scl,Revista Brasileira de Educação Médica,es,es; en; pt,19815271
scl,Revista Brasileira de Educação Médica,es,es; en; pt,01005502
scl,Cadernos de Tradução,zh,zh; es; fr; en; pt; ru; sa,21757968
scl,Cadernos de Tradução,zh,zh; es; fr; en; pt; ru; sa,1414526X
scl,Revista Brasileira de Geociências,es,es; en; pt,21774382
scl,Revista Brasileira de Geociências,es,es; en; pt,03757536
scl,Pandaemonium Germanicum,de,de; es; en; pt,14141906
scl,Pandaemonium Germanicum,de,de; es; en; pt,19828837
scl,Horticultura Brasileira,es,es; pt,01020536
scl,Horticultura Brasileira,es,es; pt,18069991
scl,Production,en,en; pt,01036513
scl,Production,en,en; pt,19805411
scl,Revista de Economia e Sociologia Rural,en,en; pt,01032003
scl,Revista de Economia e Sociologia Rural,en,en; pt,18069479
scl,Brazilian Journal of Medical and Biological Research,en,en,0100879X
scl,Brazilian Journal of Medical and Biological Research,en,en,1414431X
scl,Engenharia Agrícola,es,es; en; pt,18094430
scl,Engenharia Agrícola,es,es; en; pt,01006916
scl,Revista de Economia Contemporânea,en,en; pt,14159848
scl,Revista de Economia Contemporânea,en,en; pt,19805527
scl,Revista de Antropologia,es,es; en; pt,00347701
scl,Revista de Antropologia,es,es; en; pt,16789857
scl,Revista Brasileira de Medicina do Esporte,en,es; en; pt,18069940
scl,Revista Brasileira de Medicina do Esporte,en,es; en; pt,15178692
scl,Brazilian Political Science Review,en,en; pt,19813821
scl,Brazilian Archives of Biology and Technology,en,en; pt,16784324
scl,Brazilian Archives of Biology and Technology,en,en; pt,15168913
scl,Revista Brasileira de Literatura Comparada,es,es; en; pt,2596304X
scl,Revista Brasileira de Literatura Comparada,es,es; en; pt,01036963
scl,Psicologia USP,es,es; fr; en; pt,01036564
scl,Psicologia USP,es,es; fr; en; pt,16785177
