coleccion,titulo,idioma_principal,idiomas_pub,issn
col,Cuadernos de Geografía: Revista Colombiana de Geografía,es,es; en; pt,0121215X
col,Cuadernos de Geografía: Revista Colombiana de Geografía,es,es; en; pt,22565442
col,HiSTOReLo. Revista de Historia Regional y Local,es,es; en; pt,2145132X
col,Historia y Sociedad,es,es; en; pt,01218417
col,Historia y Sociedad,es,es; en; pt,23574720
col,Maguare,es,es; en; pt,01203045
col,"Literatura: Teoría, Historia, Crítica",es,es; fr; en; it; pt,01235931
col,Ingeniería e Investigación,es,es; en,01205609
col,Revista Colombiana de Biotecnología,es,es; en,01233475
col,Revista Colombiana de Estadística,es,es; en; pt,01201751
col,Revista de la Facultad de Medicina Veterinaria y de Zootecnia,es,es; en,01202952
col,Revista de la Facultad de Medicina,de,de; es; fr; en; it; pt,01200011
col,Bitácora Urbano Territorial,es,es; fr; en; pt,01247913
col,Bitácora Urbano Territorial,es,es; fr; en; pt,2027145X
col,Díkaion,es,es; en,01208942
col,Díkaion,es,es; en,20275366
col,Trabajo social,es,es; en; pt,22565493
col,Revista Criminalidad,es,es; en; pt,22565531
col,Revista Criminalidad,es,es; en; pt,17943108
col,"Perífrasis. Revista de Literatura, Teoría y Crítica",es,es; en; pt,21458987
col,Revista republicana,es,es; en; pt,22565027
col,Revista republicana,es,es; en; pt,19094450
col,Discusiones Filosóficas,es,es; en,01246127
col,Biota colombiana,es,es; fr; pt,01245376
col,Biota colombiana,es,es; fr; pt,2539200X
col,Revista Facultad de Ciencias Económicas: Investigación y Reflexión,es,es; en; pt,01216805
col,Iatreia,es,es; en,01210793
col,Revista Guillermo de Ockham,es,es; en; pt,22563202
col,Revista Guillermo de Ockham,es,es; en; pt,1794192X
col,Tecnura,es,es; en; pt,0123921X
col,Sociedad y Economía,es,es; en,23899050
col,Sociedad y Economía,es,es; en,16576357
col,Suma de Negocios,es,es; en; pt,2215910X
col,Suma de Negocios,es,es; en; pt,20275692
col,Biotecnología en el Sector Agropecuario y Agroindustrial,es,es; en; pt,16923561
col,Psicogente,es,es; en; pt,01240137
col,Revista Colombiana de Ciencias Hortícolas,es,es; en; pt,20112173
col,Revista Finanzas y Política Económica,es,es; en; pt,22486046
col,Anuario Colombiano de Historia Social y de la Cultura,es,es; en,01202456
col,Revista Facultad de Ingeniería Universidad de Antioquia,es,es; en,01206230
col,Revista Facultad de Ingeniería Universidad de Antioquia,es,es; en,24222844
col,Persona y Bioética,es,es; en,20275382
col,Persona y Bioética,es,es; en,01233122
col,Ciencia y Tecnología Agropecuaria,es,es; en; pt,25005308
col,Ciencia y Tecnología Agropecuaria,es,es; en; pt,01228706
col,Estudios Políticos,es,es; en,24628433
col,Estudios Políticos,es,es; en,01215167
col,Revista Derecho del Estado,es,es; en,01229893
col,Revista de Salud Pública,es,es; en,01240064
col,Análisis Político,es,es; en,01214705
col,Revista científica,es,es; en; pt,01242253
col,Revista científica,es,es; en; pt,23448350
col,Revista Facultad Nacional de Salud Pública,es,es; en,0120386X
col,Revista Facultad Nacional de Salud Pública,es,es; en,22563334
col,Nómadas,es,es; en; pt,25394762
col,Nómadas,es,es; en; pt,01217550
col,Ciencia en Desarrollo,es,es; en; pt,01217488
col,Revista Historia de la Educación Latinoamericana,es,es; en; pt,01227238
col,Justicia,es,es; en; pt,01247441
col,Franciscanum. Revista de las Ciencias del Espíritu,es,es; fr; en; pt,01201468
col,Cuadernos de Lingüística Hispánica,es,es; fr; en; pt,0121053X
col,Cuadernos de Lingüística Hispánica,es,es; fr; en; pt,23461829
col,"CT&F - Ciencia, Tecnología y Futuro",es,es; en,23824581
col,"CT&F - Ciencia, Tecnología y Futuro",es,es; en,01225383
col,Pensamiento & Gestión,es,es; en; pt,16576276
col,Pensamiento & Gestión,es,es; en; pt,2145941X
col,Pensamiento palabra y obra,es,es; en; pt,2011804X
col,Folios,es,es; en,24628417
col,Folios,es,es; en,01234870
col,Sophia,es,es; en; pt,23460806
col,Sophia,es,es; en; pt,17948932
col,Revista Lasallista de Investigación,es,es; en; pt,17944449
col,Producción + Limpia,es,es; en,19090455
col,Tabula Rasa,es,es; en; pt,17942489
col,Cuadernos de Administración (Universidad del Valle),es,es; en,01204645
col,Cuadernos de Administración (Universidad del Valle),es,es; en,22565078
cub,Cuadernos de Historia de la Salud Pública,es,es; en,00459178
cub,ACIMED,es,es; en,15612880
cub,ACIMED,es,es; en,10249435
cub,Cofin Habana,es,es; en,20736061
cub,Revista Universidad y Sociedad,es,es; en,22183620
cub,Conrado,es,es; en,19908644
cub,Conrado,es,es; en,25197320
cub,Revista Estudios del Desarrollo Social: Cuba y América Latina,es,es; en,23080132
cub,Referencia Pedagógica,es,es; en,23083042
cub,Revista de Salud Animal,es,es; en,22244700
cub,Revista de Salud Animal,es,es; en,0253570X
cub,Multimed,es,es; en,10284818
cub,EDUMECENTRO,es,es; en,20772874
cub,Educación Médica Superior,es,es; en,08642141
cub,Educación Médica Superior,es,es; en,15612902
cub,Minería y Geología,es,es; en,19938012
cub,Revista Cubana de Medicina Militar,es,es,01386557
cub,Revista Cubana de Medicina Militar,es,es,15613046
cub,NA,NA,,18155944
cub,Revista Cubana de Medicina General Integral,es,es; en,15613038
cub,Revista Cubana de Medicina General Integral,es,es; en,08642125
cub,Revista Información Científica,es,es; en,10289933
cub,Revista Cubana de Higiene y Epidemiología,es,es; en,02531751
cub,Revista Cubana de Higiene y Epidemiología,es,es; en,15613003
cub,Revista Cubana de Pediatría,es,en,00347531
cub,Revista Cubana de Pediatría,es,en,15613119
cub,Revista Cubana de Enfermería,es,es,08640319
cub,Revista Cubana de Enfermería,es,es,15612961
cub,Pastos y Forrajes,es,es; en,08640394
cub,Pastos y Forrajes,es,es; en,20788452
cub,Revista Cubana de Ortopedia y Traumatología,es,es; fr; en,0864215X
cub,Revista Cubana de Ortopedia y Traumatología,es,es; fr; en,15613100
cub,Revista Cubana de Investigaciones Biomédicas,es,es; en,15613011
cub,Revista Cubana de Investigaciones Biomédicas,es,es; en,08640300
cub,Revista Cubana de Información en Ciencias de la Salud,es,es; en,23072113
cub,Vaccimonitor,es,es; en,10250298
cub,Vaccimonitor,es,es; en,1025028X
cub,Revista Cubana de Estomatología,es,es; en,1561297X
cub,Revista Cubana de Estomatología,es,es; en,00347507
cub,Economía y Desarrollo,es,es; en,02528584
cub,Podium. Revista de Ciencia y Tecnología en la Cultura Física,es,es; en,19962452
cub,Gaceta Médica Espirituana,es,es; en,16088921
cub,Cooperativismo y Desarrollo,es,es; en,2310340X
cub,Revista CENIC Ciencias Biológicas,es,es; en,22212450
cub,Revista CENIC Ciencias Químicas,es,es; en,22212442
cub,Varona. Revista Científico Metodológica,es,es; en,0864196X
cub,Varona. Revista Científico Metodológica,es,es; en,19928238
