"revista_id","revista","issn_canonico"
"REV-0345","CANADIAN REVIEW OF SOCIOLOGY-REVUE CANADIENNE DE SOCIOLOGIE","1755-6171; 1755-618X"
"REV-0346","JOURNAL FOR THE STUDY OF EDUCATION AND DEVELOPMENT","0210-3702; 1578-4126"
"REV-0347","APPLIED RESEARCH IN QUALITY OF LIFE","1871-2576; 1871-2584"
"REV-0348","ECONOMIC AND INDUSTRIAL DEMOCRACY","0143-831X; 1461-7099"
"REV-0349","Revista Estudos Feministas","0104-026X; 1805-9584"
"REV-0350","TRIALS","1745-6215"
"REV-0351","URBE-REVISTA BRASILEIRA DE GESTAO URBANA","2175-3369"
"REV-0352","Handbook on Youth Activism","180392321"
"REV-0353","Latin-American Journal of Discourse Studies","2447-9543"
"REV-0354","PUNTO GENERO","0719-0417; 2735-7473"
"REV-0355","RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY","0276-5624"
"REV-0356","Revista Brasileira de Ciencias Sociais","0102-6909; 1806-9053"
"REV-0357","APPLIED ANIMAL BEHAVIOUR SCIENCE","0168-1591; 1872-9045"
"REV-0358","Journal of Drug and Alcohol Research","2090-8334; 2090-8342"
"REV-0359","EDUCATION SCIENCES","2227-7102"
"REV-0360","International Perspectives on the Teaching and Learning of Mathematical Modelling","2211-4920; 2211-4939"
"REV-0361","FORENSIC SCIENCE INTERNATIONAL","0379-0738; 1872-6283"
"REV-0362","FRONTIERS IN PUBLIC HEALTH","2296-2565"
"REV-0363","NUTRIENTS","2072-6643"
"REV-0364","LONGITUDINAL AND LIFE COURSE STUDIES","1757-9597"
"REV-0365","POLITICA CRIMINAL","0718-3399"
"REV-0366","Cadernos de Linguagem e Sociedade","0104-9712; 2179-4790"
"REV-0367","EDUCACAO EM REVISTA","0102-4698; 1982-6621"
"REV-0368","Street-Level Bureaucracy in Weak State Institutions","144736877"
"REV-0369","SEX ROLES","0360-0025; 1573-2762"
"REV-0370","BEHAVIORAL SCIENCES","2076-328X"
"REV-0371","ESTUDIOS AVANZADOS","0718-5014; 0718-5022"
"REV-0372","JOURNAL OF CLINICAL MEDICINE","2077-0383"
"REV-0373","The Oxford Handbook of Power, Politics, and Social Work","19765092"
"REV-0374","DESAFIOS","0124-4035; 2145-5112"
"REV-0375","CULTURA Y RELIGION","0718-4727; 0718-5472"
"REV-0376","SOCIETIES","2075-4698"
"REV-0377","HUMAN DIMENSIONS OF WILDLIFE","1087-1209; 1533-158X"
"REV-0378","RELIGIAO SOCIEDADE","1984-0438"
"REV-0379","Allende and Popular Unity: The Road to Democratic Socialism","103275574"
"REV-0380","CULTURA CIENCIA Y DEPORTE","1696-5043; 1989-7413"
"REV-0381","New Trends in Qualitative Research","2184-7770"
"REV-0382","SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS","1751-9004"
"REV-0383","REVISTA DE PSICOLOGIA PUCP","0254-9247; 2223-3733"
"REV-0384","INTERNATIONAL CRITICAL THOUGHT","2159-8282; 2159-8312"
"REV-0385","SOCIAL SCIENCES-BASEL","2076-0760"
"REV-0386","CANADIAN JOURNAL OF PROGRAM EVALUATION","0834-1516"
"REV-0387","JMIR RESEARCH PROTOCOLS","1929-0748"
"REV-0388","Ciencia Nueva, Revista de Historia y Politica","2539-2662"
"REV-0389","EDUCACAO E PESQUISA","1517-9702; 1678-4634"
"REV-0390","MOBILIZATION","1086-671X; 1938-1514"
"REV-0391","INTERNATIONAL JOURNAL OF HERITAGE STUDIES","1352-7258; 1470-3610"
"REV-0392","CHILDREN AND YOUTH SERVICES REVIEW","0190-7409; 1873-7765"
"REV-0393","Research Handbook on Education and Democracy","180392810; 180392811"
"REV-0394","Trends in Latin American Psychology: Research Published in Universitas Psychologica","303187553; 303187554"
"REV-0395","WORLD REVIEW OF POLITICAL ECONOMY","2042-891X; 2042-8928"
"REV-0396","TERRA ECONOMICUS","2073-6606"
"REV-0397","CULTURE ET MUSEES","1766-2923; 2111-4528"
"REV-0398","IEA Research for Education","2366-1631; 2366-164X"
"REV-0399","Sexualidad, Salud y Sociedad (Rio de Janeiro)","1984-6487"
"REV-0400","Applied Environmental Education and Communication","1533-015X; 1533-0389"
"REV-0401","ARCHIVES OF PUBLIC HEALTH","0778-7367; 2049-3258"
"REV-0402","EUROPEAN JOURNAL OF EDUCATION AND PSYCHOLOGY","1888-8992; 1989-2209"
"REV-0403","INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT","0738-0593; 1873-4871"
"REV-0404","REMHU: Revista Interdisciplinar da Mobilidade Humana","1980-8585; 2237-9843"
"REV-0405","ACTION RESEARCH","1476-7503; 1741-2617"
"REV-0406","JOURNAL OF ARCHAEOLOGICAL SCIENCE","0305-4403; 1095-9238"
"REV-0407","The Political Psychology of Social Unrest in Latin America","103225226; 104030650"
"REV-0408","CAHIERS DES AMERIQUES LATINES","1141-7161"
"REV-0409","STUDIES IN HIGHER EDUCATION","0307-5079; 1470-174X"
"REV-0410","EDUCATIONAL REVIEW","0013-1911; 1465-3397"
"REV-0411","Child Protection and Practice","2950-1938"
"REV-0412","NAWPA PACHA","0077-6297; 2051-6207"
"REV-0413","Cadernos CEDES","0101-3262"
"REV-0414","Research Handbook on Social Work and Societies","103532926; 103532927"
"REV-0415","ANTIQUITY","0003-598X; 1745-1744"
"REV-0416","CUADERNOS DE RELACIONES LABORALES","1131-8635; 1988-2572"
"REV-0417","NATURE COMMUNICATIONS","2041-1723"
"REV-0418","BMC PUBLIC HEALTH","1471-2458"
"REV-0419","Runa","1851-9628"
"REV-0420","Handbook of Latin American Health Psychology: Evidence and Practices","303184432; 303184433"
"REV-0421","IZQUIERDAS","0718-5049"
"REV-0422","POLITICS & POLICY","1555-5623; 1747-1346"
"REV-0423","REVISTA INVI","0718-1299; 0718-8358"
"REV-0424","JOURNAL OF OROFACIAL ORTHOPEDICS FORTSCHRITTE DER KIEFERORTHOPADIE","1434-5293; 1615-6714"
"REV-0425","CITY","1360-4813; 1470-3629"
"REV-0426","REVIEW OF GENERAL PSYCHOLOGY","1089-2680; 1939-1552"
"REV-0427","INTERNATIONAL JOURNAL OF EARLY CHILDHOOD","0020-7187"
"REV-0428","AGEING & SOCIETY","0144-686X; 1469-1779"
"REV-0429","PSYCHOLOGY IN THE SCHOOLS","0033-3085; 1520-6807"
"REV-0430","ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA","0716-4254; 0718-2201"
"REV-0431","REVISTA EUREKA SOBRE ENSENANZA Y DIVULGACION DE LAS CIENCIAS","1697-011X"
"REV-0432","QUALITY IN AGEING AND OLDER ADULTS","1471-7794; 2044-1827; 2044-1835"
"REV-0433","SOCIAL JUSTICE RESEARCH","0885-7466; 1573-6725"
"REV-0434","JOURNAL OF FIELD ARCHAEOLOGY","0093-4690; 2042-4582"
"REV-0435","Qualitative Research in Clinical Psychology and Psychotherapy in Latin America: Creativity for Studying Complex Objects in Context","303190781; 303190782"
"REV-0436","Disena","0718-8447"
"REV-0437","MEDWAVE","0717-6384"
"REV-0438","TORRES DE LUCCA-REVISTA INTERNACIONAL DE FILOSOFIA POLITICA","2255-3827"
"REV-0439","CLINICAL CASE STUDIES","1534-6501; 1552-3802"
"REV-0440","MITOLOGIAS HOY-REVISTA DE PENSAMIENTO CRITICA Y ESTUDIOS LITERARIOS LATINOAMERICANOS","2014-1130"
"REV-0441","MARINE POLICY","0308-597X; 1872-9460"
"REV-0442","BEHAVIORAL PSYCHOLOGY-PSICOLOGIA CONDUCTUAL","1132-9483"
"REV-0443","PAPELES DE POBLACION","1405-7425"
"REV-0444","REVISTA DE PSICODIDACTICA","1136-1034; 2254-4372"
"REV-0445","JOURNAL OF SUSTAINABLE DEVELOPMENT OF ENERGY WATER AND ENVIRONMENT SYSTEMS-JSDEWES","1848-9257"
"REV-0446","SALUD COLECTIVA","1669-2381; 1851-8265"
"REV-0447","EXTRACTIVE INDUSTRIES AND SOCIETY","2214-790X; 2214-7918"
"REV-0448","Revista Colombiana de Antropologia","0486-6525"
"REV-0449","BEHAVIOR RESEARCH METHODS","1554-351X; 1554-3528"
"REV-0450","ROYAL SOCIETY OPEN SCIENCE","2054-5703"
"REV-0451","CULTURE MEDICINE AND PSYCHIATRY","0165-005X; 1573-076X"
"REV-0452","Mountainscapes: Pathways and Mobilities in the Alps and Beyond","183695143; 183695145"
"REV-0453","DRUG AND ALCOHOL DEPENDENCE REPORTS","2772-7246"
"REV-0454","SPORTIS SCIENTIFIC TECHNICAL JOURNAL OF SCHOOL SPORT PHYSICAL EDUCATION AND PSYCHOMOTRICITY","2386-8333"
"REV-0455","VISUAL ANTHROPOLOGY REVIEW","1058-7187; 1548-7458"
"REV-0456","GLOBAL MENTAL HEALTH","2054-4251"
"REV-0457","Journal of Intercultural Communication","1404-1634"
"REV-0458","ESTUDIOS DEMOGRAFICOS Y URBANOS","0186-7210; 2448-6515"
"REV-0459","JOURNAL OF INDUSTRIAL RELATIONS","0022-1856; 1472-9296"
"REV-0460","Parole Futures: Rationalities, Institutions and Practices","150998217; 150998219"
"REV-0461","Springer Geography","2194-315X; 2194-3168"
"REV-0462","ANTIPODE","0066-4812; 1467-8330"
"REV-0463","HEALTH & PLACE","1353-8292; 1873-2054"
"REV-0464","Revista Katálysis","1982-0259"
"REV-0009","Revista MAD","0718-0527"
"REV-0465","Propuestas Críticas en Trabajo Social - Critical Proposals in Social Work","2735-6620"
"REV-0272","Revista Enfoques Educacionales","0717-3229; 2735-7279"
"REV-0066","Estudios pedagógicos (Valdivia)","0716-050X; 0718-0705"
"REV-0466","Revista Saberes Educativos","2452-5014"
"REV-0467","Proceedings of the Nutrition Society","0029-6651; 1475-2719"
"REV-0167","REVISTA CUHSO","0716-1557; 2452-610X"
"REV-0251","Estudios Sociológicos de El Colegio de México","0185-4186; 2448-6442"
"REV-0468","Youth &amp; Society","0044-118X; 1552-8499"
"REV-0469","The Journal of Early Adolescence","0272-4316; 1552-5449"
"REV-0470","American Journal of Sexuality Education","1554-6128; 1554-6136"
"REV-0471","Castalia - Revista de Psicología de la Academia","0719-8051"
"REV-0336","Frontiers in Reproductive Health","2673-3153"
"REV-0147","Revista de Psicología","0716-8039; 0719-0581"
"REV-0246","Current Psychology","1046-1310; 1936-4733"
"REV-0181","Cultura de los Cuidados","1138-1728; 1699-6003"
"REV-0126","Frontiers in Education","2504-284X"
"REV-0155","Arthritis Care &amp; Research","2151-464X; 2151-4658"
"REV-0131","Journal of Community Psychology","0090-4392; 1520-6629"
"REV-0040","Psicología Educativa","1135-755X; 2174-0526"
"REV-0022","Gestión y Política Pública","1405-1079; 2448-9182"
"REV-0472","EURE","0717-6236"
"REV-0473","Revista de Urbanismo","0717-5051"
"REV-0465","Propuestas Críticas en Trabajo Social-Critical Proposals in Social Work","2735-6620"
"REVNAME-001","Revista de Trabajo Social",NA
"REV-0364","Longitudinal and Life Course Studies","1757-9597"
"REV-0215","Journal of Politics in Latin America","1866-802X; 1868-4890"
"REV-0474","Revista Intervención","2452-4751"
"REV-0475","Journal of Social Work","1468-0173; 1741-296X"
"REV-0196","Revista Estudios de Políticas Públicas","0719-6296"
"REV-0476","Revista Temas Sociológicos","0719-644X; 0719-6458"
"REV-0187","Critical and Radical Social Work","2049-8608; 2049-8675"
"REV-0477","Encartes","2594-2999"
"REV-0478","Revista de Sociología","0716-632X; 0719-529X"
"REV-0038","Cadernos de Saúde Pública","0102-311X; 1678-4464"
"REV-0193","Revista Mexicana de Sociología","0188-2503; 2594-0651"
"REV-0354","Revista Punto Género","0719-0417; 2735-7473"
"REV-0090","Psicoperspectivas","0717-7798; 0718-6924"
"REV-0123","Revista CS","2011-0324; 2665-4814"
"REV-0182","Current Sociology","0011-3921; 1461-7064"
"REV-0479","International Labour Review","0020-7780; 1564-913X"
"REV-0480","Revista Internacional del Trabajo","0378-5548; 1564-9148"
"REV-0481","Revista Chilena de Antropología","0716-3312; 0719-1472"
"REV-0482","Cuadernos de Historia","0716-1832; 0719-1243"
"REV-0483","Kera Yvoty: reflexiones sobre la cuestión social","2519-7797; 2788-9572"
"REV-0484","Revista Ciencias Sociales","0252-8681; 2960-8163"
"REV-0485","Revista Em Pauta","1414-8609; 2238-3786"
"REV-0486","Textos &amp; Contextos (Porto Alegre)","1677-9509"
"REV-0164","Eleuthera","2011-4532; 2463-1469"
"REV-0292","Arqueología","0327-5159; 1853-8126"
"REV-0487","Boletín de la Sociedad Chilena de Arqueología","0716-5730; 2735-7651"
"REV-0063","Magallania","0718-0209; 0718-2244"
"REV-0071","Chungará (Arica)","0716-1182; 0717-7356"
"REV-0063","Magallania (Punta Arenas)","0718-0209; 0718-2244"
"REV-0488","Revista de Antropología Visual","2452-5189"
"REV-0489","Anales de la Universidad de Chile","0365-7779; 0717-8883"
"REV-0004","Última Década","0717-4691; 0718-2236"
"REV-0004","Ultima década","0717-4691; 0718-2236"
"REV-0490","Revista Realidad Educativa","2452-6134"
"REV-0491","Stigma and Health","2376-6964; 2376-6972"
"REV-0287","Radiocarbon","0033-8222; 1945-5755"
"REV-0492","Política. Revista de Ciencia Política","0716-1077; 0719-5338"
"REV-0493","Anuario de la Escuela de Historia Virtual","1853-7049"
"REV-0494","Revista Educación, Política y Sociedad","2445-4109"
"REV-0495","Márgenes Revista de Educación de la Universidad de Málaga","2695-2769"
"REV-0025","Educação &amp; Sociedade","0101-7330; 1678-4626"
"REV-0496","Revista Temas em Educação","0104-2777; 2359-7003"
"REV-0212","Affilia","0886-1099; 1552-3020"
"REV-0497","Tabula Rasa","1794-2489; 2011-2742"
"REV-0498","Social Policy &amp; Administration","0144-5596; 1467-9515"
"REV-0285","Revista de Estudios Sociales","0123-885X; 1900-5180"
"REV-0008","Temas y Debates","1666-0714; 1853-984X"
"REV-0204","RUMBOS TS Un Espacio Crítico para la Reflexión en Ciencias Sociales","0718-4182; 0719-7721"
"REV-0499","Journal of Experimental Psychology: Animal Learning and Cognition","2329-8456; 2329-8464"
"REV-0500","AVANCA | CINEMA","2184-0520; 2184-4682"
"REV-0501","Revista Liminales. Escritos sobre Psicología y Sociedad","0718-4166; 0719-7748"
"REV-0502","Iberoamerican Journal of Psychology and Public Policy","2810-6598"
"REV-0220","Revista Argentina de Ciencias del Comportamiento","1852-4206"
"REV-0503","Urban Studies","0042-0980; 1360-063X"
"REV-0504","Revista Pensamiento y Acción Interdisciplinaria","0719-8078"
"REV-0367","Educação em Revista","0102-4698; 1982-6621"
"REV-0505","IdeAs","1950-5701"
"REV-0506","Disjuntiva. Crítica de les Ciències Socials","2659-7071"
"REV-0507","Revista de Ciencias Sociales Ambos Mundos","2659-4439"
"REV-0024","Historia (Santiago)","0073-2435; 0717-7194"
"REV-0033","Cinta de moebio","0717-554X"
"REV-0018","Frontiers in Psychology","1664-1078"
"REV-0064","Sustainability","2071-1050"
"REV-0225","Applied Sciences","2076-3417"
"REV-0508","Earth System Science Data","1866-3516"
"REV-0077","Convergencia Revista de Ciencias Sociales","1405-1435; 2448-5799"
"REV-0160","Journal of Environmental Studies and Sciences","2190-6483; 2190-6491"
"REV-0509","International Journal of Disaster Risk Reduction","2212-4209"
"REV-0510","Revista Pedagógica","1984-1566"
"REV-0511","SIG Revista de Psicanálise","2316-6010"
"REV-0021","Sociologia &amp; Antropologia","2236-7527; 2238-3875"
"REV-0432","Quality in Ageing and Older Adults","1471-7794; 2044-1827; 2044-1835"
"REV-0197","Revista de geografía Norte Grande","0379-8682; 0718-3402"
"REV-0512","Punto sur","2683-7404"
"REV-0513","Revista de Psicologia da IMED","2175-5027"
"REV-0051","Revista CES Psicología","2011-3080"
"REV-0514","Studies in Comparative International Development","0039-3606; 1936-6167"
"REV-0390","Mobilization: An International Quarterly","1086-671X; 1938-1514"
"REV-0374","Desafíos","0124-4035; 2145-5112"
"REV-0300","World Development","0305-750X"
"REV-0515","International Journal of Educational Methodology","2469-9632"
"REV-0516","Revista Sul-Americana de Psicologia","2318-650X"
"REV-0517","Revista Estudios Psicosociales Latinoamericanos","2619-6077"
"REV-0201","Psicologia &amp; Sociedade","0102-7182; 1807-0310"
"REV-0173","ex aequo - Revista da Associação Portuguesa de Estudos sobre as Mulheres","0874-5560; 2184-0385"
"REV-0082","Si Somos Americanos","0718-2910; 0719-0948"
"REV-0518","Zero-a-Seis","1980-4512"
"REV-0042","Education Policy Analysis Archives","1068-2341"
"REV-0519","Discurso &amp; Sociedad","1887-4606"
"REV-0520","Sociedad e Infancias","2531-0720"
"REV-0521","Comuni@cción: Revista de Investigación en Comunicación y Desarrollo","2219-7168; 2226-1478"
"REV-0142","Heritage &amp; Society","2159-032X; 2159-0338"
"REV-0522","Praxis Arqueológica","2452-5081"
"REV-0523","Interface Focus","2042-8901"
"REV-0162","Archaeological and Anthropological Sciences","1866-9557; 1866-9565"
"REV-0260","Athenea Digital. Revista de pensamiento e investigación social","1578-8946; 2014-4539"
"REV-0012","Revista Mexicana de Ciencias Políticas y Sociales","0185-1918; 2448-492X"
"REV-0112","Terapia psicológica","0716-6184; 0718-4808"
"REV-0524","Teoría y Praxis","1994-733X"
"REV-0525","Tramas y Redes","2796-9096"
"REV-0107","AIBR, Revista de Antropologia Iberoamericana","1578-9705; 1695-9752"
"REV-0161","Bitácora Urbano Territorial","0124-7913; 2027-145X"
"REV-0526","European Journal of Child Development Education and Psychopathology","2340-924X"
"REV-0527","Seminars in Medical Writing and Education","3008-8127"
"REV-0020","Revista Iberoamericana de Diagnóstico y Evaluación – e Avaliação Psicológica","1135-3848; 2183-6051"
"REV-0206","Universum (Talca)","0716-498X; 0718-2376"
"REV-0084","Historia Ambiental Latinoamericana y Caribeña (HALAC) revista de la Solcha","2237-2717"
"REVNAME-002","Pensamiento Educativo: Revista de Investigación Educacional Latinoamericana",NA
"REV-0528","Revue d’études autochtones","2564-4947; 2564-4955"
"REV-0529","Revista Electrónica de Investigación en Docencia Universitaria","2452-4875"
"REV-0530","Ilha Revista de Antropologia","1517-395X; 2175-8034"
"REV-0531","Saúde em Debate","0103-1104; 2358-2898"
"REV-0532","Psychological Reports","0033-2941; 1558-691X"
"REV-0533","International Journal of Human–Computer Interaction","1044-7318; 1532-7590"
"REV-0106","Global Health Promotion","1757-9759; 1757-9767"
"REV-0534","International Journal of Care and Caring","2397-8821; 2397-883X"
"REV-0068","Andamios, Revista de Investigación Social","1870-0063; 2594-1917"
"REV-0535","International Journal of Urban and Regional Research","0309-1317; 1468-2427"
"REV-0290","Territorios","0123-8418; 2215-7484"
"REV-0536","Migraciones. Publicación del Instituto Universitario de Estudios sobre Migraciones","1138-5774; 2341-0833"
"REVNAME-003","Research Handbook on Urban Sociology",NA
"REVNAME-004","The Routledge Handbook of Housing and Welfare",NA
"REVNAME-005","Towards a Comparative Analysis of Social Inequalities between Europe and Latin America",NA
"REVNAME-006","Street-Level Bureaucracy in Weak State Institutions",NA
"REVNAME-007","Handbook on Social Protection and Social Development in the Global South",NA
"REV-0537","The Latin American Studies Book Series","2366-3421; 2366-343X"
"REV-0538","Interdisciplinary Contributions to Archaeology","1568-2722; 2730-6984"
"REVNAME-008","Foodways of the Ancient Andes",NA
"REVNAME-009","Rethinking the Inka",NA
"REVNAME-010","Encyclopedia of Global Archaeology",NA
"REVNAME-011","The Routledge Handbook of Social Work and Migration",NA
"REVNAME-012","Ecosocial Work and Sustainability Transitions",NA
"REVNAME-013","Social Work’s Histories of Complicity and Resistance",NA
"REVNAME-014","Social Work and the COVID-19 Pandemic",NA
"REVNAME-015","L’attention médicamentée",NA
"REV-0539","Community Psychology","2523-7241; 2523-725X"
"REVNAME-016","Encyclopedia of Sexual Psychology and Behavior",NA
"REVNAME-017","Encyclopedia of Domestic Violence",NA
"REVNAME-018","Encyclopedia of Animal Cognition and Behavior",NA
"REVNAME-019","Problemáticas sociales frente al contexto de la COVID-19 ¿sin punto final?",NA
"REV-0540","Lecture Notes in Networks and Systems","2367-3370; 2367-3389"
"REVNAME-020","Andean States and the Resource Curse",NA
"REV-0541","Advances in Economics, Business and Management Research","2352-5428"
"REVNAME-021","The Wiley-Blackwell Encyclopedia of Social and Political Movements",NA
"REVNAME-022","Student Movements in Late Neoliberalism",NA
"REVNAME-023","Psychosocial Perspectives on Community Responses to Covid-19",NA
"REVNAME-024","Contestations of Citizenship, Education, and Democracy in an Era of Global Change",NA
"REV-0542","Smart Innovation, Systems and Technologies","2190-3018; 2190-3026"
"REVNAME-025","Handbook on Climate Change Vulnerability, Environments and Communities",NA
"REV-0543","Lecture Notes in Computer Science","0302-9743; 1611-3349"
